num,date,color1,difficulty1,connection1,word11,word12,word13,word14,color2,difficulty2,connection2,word21,word22,word23,word24,color3,difficulty3,connection3,word31,word32,word33,word34,color4,difficulty4,connection4,word41,word42,word43,word44
277,2024 Mar 14,YELLOW,1,BOX OFFICE VICTORY,HIT,SMASH,SUCCESS,WINNER,GREEN,2,VOLLEYBALL MOVES,BUMP,SERVE,SET,SPIKE,BLUE,3,HOMOPHONES OF GREEK LETTERS,MOO,NEW,PIE,ROW,PURPLE,4,___-O,DADDY,DAY,JACKIE,JELL
276,2024 Mar 13,YELLOW,1,HALLOWEEN PURCHASES,CANDY,COSTUME,DECORATIONS,PUMPKIN,GREEN,2,PLANTS WITH SIMILAR FLAVORS,ANISE,FENNEL,LICORICE,TARRAGON,BLUE,3,FOOD SLANG FOR HEAD,BEAN,MELON,NOODLE,NUT,PURPLE,4,GEMSTONE CUTS,BAGUETTE,EMERALD,PRINCESS,RADIANT
275,2024 Mar 12,YELLOW,1,SECTION,CLASS,DIVISION,RANK,TIER,GREEN,2,INCLUDING,AND,ALSO,PLUS,WITH,BLUE,3,DOG BREEDS- INFORMALLY,BOSTON,GOLDEN,LAB,PIT,PURPLE,4,FAMOUS POEMS,DADDY,HARLEM,HOWL,IF
274,2024 Mar 11,YELLOW,1,TREAT WITH EXCESSIVE CARE,BABY,MOTHER,PAMPER,SPOIL,GREEN,2,BACKSIDE,BOOTY,BUM,CAN,REAR,BLUE,3,THINGS IN A SPA LOCKER ROOM,ROBE,SLIPPERS,TOWEL,WASHCLOTH,PURPLE,4,CAT'S ___,CRADLE,EYE,MEOW,PAJAMAS
273,2024 Mar 10,YELLOW,1,THINGS A DOG CAN FETCH,BALL,BONE,FRISBEE,STICK,GREEN,2,CONCEAL,BLOCK,COVER,HIDE,OBSCURE,BLUE,3,MAC KEYBOARD KEYS,COMMAND,CONTROL,OPTION,SHIFT,PURPLE,4,EXPERIENCE A MEMORY LAPSE,BLANK,FLAKE,FORGET,SPACE
272,2024 Mar 9,YELLOW,1,EAT VORACIOUSLY,DOWN,INHALE,SCARF,WOLF,GREEN,2,AREAS OF ACADEMIC FOCUS,CONCENTRATION,DEGREE,MAJOR,MINOR,BLUE,3,UNIVERSAL,BLANKET,BROAD,GENERAL,SWEEPING,PURPLE,4,SPACE ___,BAR,CADET,HEATER,STATION
271,2024 Mar 8,YELLOW,1,THINGS TO SEW,DART,HEM,PLEAT,SEAM,GREEN,2,WAYS TO PRESERVE FOOD,CAN,CURE,DRY,FREEZE,BLUE,3,SHARP QUALITY,BITE,EDGE,PUNCH,SPICE,PURPLE,4,BIRDS MINUS LAST LETTER,CONDO,HAW,HERO,LOO
270,2024 Mar 7,YELLOW,1,SHARED,COLLECTIVE,COMMON,JOINT,MUTUAL,GREEN,2,RID OF CONTENTS,CLEAR,DRAIN,EMPTY,FLUSH,BLUE,3,ASSOCIATED WITH "STUB",CIGARETTE,PENCIL,TICKET,TOE,PURPLE,4,___ DREAM,AMERICAN,FEVER,LUCID,PIPE
269,2024 Mar 6,YELLOW,1,PARTS OF AN AIRPORT,HANGAR,RUNWAY,TARMAC,TERMINAL,GREEN,2,LEGAL TERMS,ACTION,CLAIM,COMPLAINT,LAWSUIT,BLUE,3,THINGS A JUGGLER JUGGLES,BEANBAG,CLUB,RING,TORCH,PURPLE,4,WORDS ENDING IN CLOTHING,FOXGLOVE,GUMSHOE,TURNCOAT,WINDSOCK
268,2024 Mar 5,YELLOW,1,POP MEGASTARS,GRANDE,MARS,STYLES,SWIFT,GREEN,2,METHOD,CHANNEL,MEANS,MEDIUM,VEHICLE,BLUE,3,UNLIKELY- AS CHANCES,OUTSIDE,REMOTE,SLIM,SMALL,PURPLE,4,LIVING ___,LARGE,LEGEND,PROOF,ROOM
267,2024 Mar 4,YELLOW,1,ROOMS IN THE GAME CLUE,HALL,LIBRARY,LOUNGE,STUDY,GREEN,2,COLLEAGUE,ASSOCIATE,FELLOW,PARTNER,PEER,BLUE,3,SEEN DURING EASTER,BUNNY,EGG,JELLY BEAN,PEEP,PURPLE,4,WHAT A MOLE CAN BE,ANIMAL,BIRTHMARK,SPY,UNIT
266,2024 Mar 3,YELLOW,1,LARGE AMOUNT,MASS,SEA,SLEW,TON,GREEN,2,FALL IN UNDER PRESSURE,BUCKLE,CAVE,COLLAPSE,GIVE,BLUE,3,WAYS TO GET ATTENTION,SHOUT,SNAP,WAVE,WHISTLE,PURPLE,4,BELLY ___,BUTTON,DANCE,FLOP,LAUGH
265,2024 Mar 2,YELLOW,1,INTELLIGENCE OPERATIVE,AGENT,ASSET,MOLE,SLEEPER,GREEN,2,UNITS IN POETRY,FOOT,LINE,METER,VERSE,BLUE,3,EXPRESS INDIRECTLY,COUCH,IMPLY,INTIMATE,SUGGEST,PURPLE,4,WHAT "K" MIGHT MEAN,KELVIN,OKAY,POTASSIUM,THOUSAND
264,2024 Mar 1,YELLOW,1,GARLIC BREAD INGREDIENTS,BREAD,BUTTER,GARLIC,PARSLEY,GREEN,2,WAGER,BET,GAMBLE,RISK,STAKE,BLUE,3,DISNEYLAND LANDS,ADVENTURE,FANTASY,FRONTIER,TOMORROW,PURPLE,4,___ BAT,BASEBALL,CRICKET,FRUIT,VAMPIRE
263,2024 Feb 29,YELLOW,1,PROPEL INTO THE AIR,HOP,JUMP,LEAP,SPRING,GREEN,2,PLACE TO STORE VALUABLES,CHEST,COFFER,SAFE,VAULT,BLUE,3,PERIOD,AGE,DAY,ERA,TIME,PURPLE,4,ANIMALS BACKWARD,DRIB,FLOW,REED,TANG
262,2024 Feb 28,YELLOW,1,CHEESES- FAMILIARLY,AMERICAN,BLUE,JACK,SWISS,GREEN,2,TRACK AND FIELD EQUIPMENT,HAMMER,HURDLE,JAVELIN,POLE,BLUE,3,KINDS OF HEELS,CUBAN,KITTEN,STILETTO,WEDGE,PURPLE,4,DOUBLE ___,DATE,DUTCH,JEOPARDY,SPACE
261,2024 Feb 27,YELLOW,1,80S FASHION TRENDS,HEADBAND,MULLET,NEON,SPANDEX,GREEN,2,GYMNASTICS POSITIONS,PIKE,SPLIT,STRADDLE,TUCK,BLUE,3,KINDS OF CRACKERS,ANIMAL,GOLDFISH,OYSTER,RITZ,PURPLE,4,___ LADDER,CORPORATE,ROPE,SALMON,WORD
260,2024 Feb 26,YELLOW,1,BASIC TASTES,BITTER,SALTY,SOUR,SWEET,GREEN,2,STAND UP TO- AS A CHALLENGE,BRAVE,CONFRONT,FACE,MEET,BLUE,3,ILK,KIND,SORT,TYPE,VARIETY,PURPLE,4,ART MOVEMENTS- WITH -ISM,EXPRESSION,MANNER,ROMANTIC,SURREAL
259,2024 Feb 25,YELLOW,1,WALK HEAVILY,LUMBER,PLOD,STOMP,TRUDGE,GREEN,2,FLEXIBLE,ELASTIC,LIMBER,PLASTIC,SUPPLE,BLUE,3,FENCING EQUIPMENT,FOIL,GLOVE,JACKET,MASK,PURPLE,4,WORDS BEGINNING WITH INSTRUMENTS,BASSINET,CELLOPHANE,HARPOON,ORGANISM
258,2024 Feb 24,YELLOW,1,MANUFACTURING LOCATIONS,FACTORY,MILL,PLANT,SHOP,GREEN,2,WIN + LETTER,WIND,WINE,WING,WINK,BLUE,3,PARTS OF FRUIT YOU MIGHT NOT EAT,CORE,RIND,SEED,STEM,PURPLE,4,WEIGHTS IN BOXING,FEATHER,HEAVY,LIGHT,MIDDLE
257,2024 Feb 23,YELLOW,1,PROCESSION,CARAVAN,FLEET,PARADE,TRAIN,GREEN,2,SHADES OF GREEN,OLIVE,FOREST,LIME,MINT,BLUE,3,WHAT "BLUE" MIGHT MEAN,DEMOCRATIC,EROTIC,NOBLE,SAD,PURPLE,4,THINGS WITH SPINES,BOOK,CACTUS,HEDGEHOG,SKELETON
256,2024 Feb 22,YELLOW,1,DOG SOUNDS,BARK,GROWL,HOWL,WHINE,GREEN,2,DEPARTMENT,ARM,BRANCH,CHAPTER,WING,BLUE,3,ORIGIN,CRADLE,FONT,ROOT,SOURCE,PURPLE,4,COLORS WITH THEIR FIRST LETTERS CHANGED,CLUE,FROWN,MELLOW,PREEN
255,2024 Feb 21,YELLOW,1,PESTERS,BADGERS,BUGS,HOUNDS,NAGS,GREEN,2,TONY WINNERS FOR BEST MUSICAL,ANNIE,CABARET,CATS,COMPANY,BLUE,3,THEY HAVE KEYS,COMPUTER,PIANO,SUPER,TESTS,PURPLE,4,SCHOOL OF ___,FISH,HARD KNOCKS,ROCK,THOUGHT
254,2024 Feb 20,YELLOW,1,PARTY POOPER,BORE,DRAG,DRIP,DUD,GREEN,2,MUSICAL SECTIONS,BRASS,RHYTHM,STRING,WIND,BLUE,3,BIT OF LIQUID,BEAD,DROP,GLOB,TEAR,PURPLE,4,VEGETABLE HOMOPHONES,BEAT,CHARRED,LEAK,PEE
253,2024 Feb 19,YELLOW,1,USED IN BUILDING A FIRE,KINDLING,LOG,MATCH,TINDER,GREEN,2,MESS UP,BLOW,BUMBLE,FLUFF,SPOIL,BLUE,3,WORKSHOP TOOLS,DRILL,GRINDER,ROUTER,SAW,PURPLE,4,PARTS OF A DOOR,FRAME,HANDLE,HINGE,LOCK
252,2024 Feb 18,YELLOW,1,EAT A LITTLE,GRAZE,NIBBLE,PECK,SNACK,GREEN,2,PURSUE,HUNT,TRACK,TRAIL,STALK,BLUE,3,INGREDIENTS IN MINESTRONE,BEANS,PASTA,STOCK,VEGETABLES,PURPLE,4,___CAST,BROAD,FORE,POD,TYPE
251,2024 Feb 17,YELLOW,1,BIT OF HAIR,CURL,LOCK,RINGLET,TRESS,GREEN,2,MEDIA ATTENTION,COVERAGE,EXPOSURE,PRESS,PUBLICITY,BLUE,3,NOUN SUFFIXES,DOM,ION,NESS,SHIP,PURPLE,4,___ CIRCUS,FAMILY,FLEA,FLYING,MEDIA
250,2024 Feb 16,YELLOW,1,COMFY SHOES,CROC,LOAFER,MOCCASIN,SLIPPER,GREEN,2,THINGS MADE WITH FEATHERS,BOA,HEADDRESS,PILLOW,SHUTTLECOCK,BLUE,3,PROGRAMMING LANGUAGES,BASIC,JAVA,PYTHON,RUBY,PURPLE,4,THINGS THAT CAN STRIKE,COBRA,INSPIRATION,LIGHTNING,UNION
249,2024 Feb 15,YELLOW,1,FOLLOW ATTENTIVELY,MONITOR,SURVEY,TRACK,WATCH,GREEN,2,WHERE YOU MIGHT FIND SAND,BEACH,DESERT,HOURGLASS,PLAYGROUND,BLUE,3,OVEN BUTTONS,BAKE,BROIL,LIGHT,TIMER,PURPLE,4,BRITPOP BANDS,BLUR,OASIS,PULP,SUEDE
248,2024 Feb 14,YELLOW,1,TOUCH LIGHTLY,BRUSH,GRAZE,KISS,SKIM,GREEN,2,KINDS OF NUMBERS,ODD,PERFECT,PRIME,WHOLE,BLUE,3,SAUCES IN CHINESE CUISINE,OYSTER,PLUM,SOY,XO,PURPLE,4,BEAR ___,CLAW,FRUIT,HUG,WITNESS
247,2024 Feb 13,YELLOW,1,ENCOURAGE- WITH "ON",EGG,GOAD,SPUR,URGE,GREEN,2,SPHERICAL FOODS,JAWBREAKER,MEATBALL,MOZZARELLA,ORANGE,BLUE,3,GROCERY STORE AISLES,DAIRY,FROZEN,PRODUCE,SNACK,PURPLE,4,GO ___,BANANAS,FIGURE,FISH,STEADY
246,2024 Feb 12,YELLOW,1,BAD THINGS FOR A VIDEO CALL TO DO,DROP,ECHO,FREEZE,LAG,GREEN,2,COSTUMES WITH STRIPED SHIRTS,MIME,PRISONER,REFEREE,SAILOR,BLUE,3,SEEN IN "ALADDIN",GENIE,MONKEY,PARROT,PRINCESS,PURPLE,4,MOVIES MINUS NUMBERS,APOLLO,CANDLES,FANTASTIC,SAMURAI
245,2024 Feb 11,YELLOW,1,MONOTONOUS SOUNDS,BUZZ,DRONE,HUM,PURR,GREEN,2,BOATS,BARGE,DORY,SCOW,SLOOP,BLUE,3,CAPTAINS,AMERICA,HOOK,MORGAN,NEMO,PURPLE,4,PREFIXES WITH -CRACY,AUTO,BUREAU,DEMO,PLUTO
244,2024 Feb 10,YELLOW,1,STOOL PIGEON,CANARY,FINK,RAT,SNITCH,GREEN,2,CRAM INTO A TIGHT SPACE,JAM,PACK,SQUEEZE,STUFF,BLUE,3,YOGA POSES,CAT,COW,MOUNTAIN,TRIANGLE,PURPLE,4,___FLY,BUTTER,DRAGON,FIRE,HORSE
243,2024 Feb 9,YELLOW,1,MUSIC PLAYER BUTTONS,REWIND,SHUFFLE,SKIP,STOP,GREEN,2,BROADCAST,AIR,RUN,SCREEN,SHOW,BLUE,3,THINGS YOU CAN DRAW,BATH,CARD,CURTAIN,PICTURE,PURPLE,4,NUMBER ANAGRAMS,EON,ETHER,NET,TOW
242,2024 Feb 8,YELLOW,1,ARCHERY EQUIPMENT,ARROW,BOW,QUIVER,TARGET,GREEN,2,CARD GAMES,BRIDGE,GIN,SPIT,WAR,BLUE,3,WALLOP,BELT,CLOCK,DECK,SLUG,PURPLE,4,CLASSIC TATTOOS,ANCHOR,DRAGON,HEART,ROSE
241,2024 Feb 7,YELLOW,1,SEA CREATURES,CRAB,RAY,SPONGE,SQUID,GREEN,2,BASIC TWO-DIMENSIONAL SHAPES,CIRCLE,DIAMOND,SQUARE,TRIANGLE,BLUE,3,BOXING MANEUVERS,BOB,CROSS,HOOK,WEAVE,PURPLE,4,FANCY ___,FEAST,FREE,PANTS,THAT
240,2024 Feb 6,YELLOW,1,OSTENTATIOUS- AS AN OUTFIT,BRIGHT,FLASHY,GARISH,LOUD,GREEN,2,EUPHEMISMS FOR FLATULENCE,GAS,STINKER,TOOT,WIND,BLUE,3,KINDS OF BLOND,DIRTY,HONEY,PLATINUM,STRAWBERRY,PURPLE,4,WHAT "O" MIGHT MEAN,HUG,OF,OXYGEN,ZERO
239,2024 Feb 5,YELLOW,1,"GIVE ME A BREAK!",BROTHER,LORD,PLEASE,SHEESH,GREEN,2,ECCLESIASTICAL TITLES,BISHOP,CARDINAL,PASTOR,PRIOR,BLUE,3,ROCK & ROLL HALL OF FAME INDUCTEES,HEART,MADONNA,PRINCE,QUEEN,PURPLE,4,CITY HOMOPHONES,DELI,NIECE,ROAM,SOUL
238,2024 Feb 4,YELLOW,1,DRINKS WITH CAFFEINE,COCOA,COFFEE,MATE,TEA,GREEN,2,UNEXCITING,BORING,DULL,MUNDANE,VANILLA,BLUE,3,COMEDIAN'S PERFORMANCE,ACT,BIT,ROUTINE,SET,PURPLE,4,MARTINI SPECIFICATIONS,DIRTY,DRY,TWIST,UP
237,2024 Feb 3,YELLOW,1,COMMERCIAL ORGANIZATION,AGENCY,COMPANY,ENTERPRISE,FIRM,GREEN,2,FARM FIXTURES,COOP,PEN,STABLE,STY,BLUE,3,CLASSIC DOG NAMES,FLUFFY,REX,ROVER,SPOT,PURPLE,4,COLORS MINUS THEIR FIRST LETTERS,INK,LACK,OLD,RANGE
236,2024 Feb 2,YELLOW,1,TIME OFF,BREAK,HOLIDAY,LEAVE,RECESS,GREEN,2,FEATURES OF A BELT,BUCKLE,HOLE,LOOP,STRAP,BLUE,3,HOMOPHONES,HOLEY,HOLI,HOLY,WHOLLY,PURPLE,4,___WOOD,DOG,DRIFT,HOLLY,SANDAL
235,2024 Feb 1,YELLOW,1,MAKE SHORTER,CLIP,CUT,PARE,TRIM,GREEN,2,MUSCULAR,BUILT,JACKED,RIPPED,SWOLE,BLUE,3,ENTHUSIAST,BUFF,FAN,LOVER,NUT,PURPLE,4,WRINKLY THINGS,BRAIN,PRUNE,PUG,WALNUT
234,2024 Jan 31,YELLOW,1,MERRIMENT,CHEER,GLEE,FESTIVITY,MIRTH,GREEN,2,BOOKED FOR A WEDDING,BAND,CATERER,FLORIST,OFFICIANT,BLUE,3,RHYMES,CHOIR,FIRE,LIAR,FRYER,PURPLE,4,___ PIT,BARBECUE,ORCHESTRA,SNAKE,TAR
233,2024 Jan 30,YELLOW,1,HIT HARD,BANG,HAMMER,POUND,SLAM,GREEN,2,NEWSPAPER NAMES,CHRONICLE,HERALD,REGISTER,SUN,BLUE,3,CRESCENT-SHAPED THINGS,BANANA,CROISSANT,MOON,SICKLE,PURPLE,4,POWER-UPS IN SUPER MARIO WORLD,FEATHER,FLOWER,MUSHROOM,STAR
232,2024 Jan 29,YELLOW,1,DO SOME MARKETING FOR,PITCH,PLUG,PROMOTE,PUSH,GREEN,2,ROMANTIC TWOSOME,COUPLE,ITEM,PAIR,THING,BLUE,3,TENNIS SCORING TERMS,AD,ALL,DEUCE,LOVE,PURPLE,4,WORDS WITH "FRUIT",BREAD,DRAGON,JACK,PASSION
231,2024 Jan 28,YELLOW,1,HIGHEST POINT,CREST,PEAK,SUMMIT,VERTEX,GREEN,2,"CAN I GET YOUR ___?" (PHONE INFO REQUEST),CELL,CONTACT,DIGITS,NUMBER,BLUE,3,MODIFIERS MEANING "SMALL",BABY,MINI,POCKET,TOY,PURPLE,4,INSIDE A SCRABBLE BOX,BAG,BOARD,RACKS,TILES
230,2024 Jan 27,YELLOW,1,HURT,ACHE,BURN,SMART,STING,GREEN,2,LOOK AFTER,GUARD,MIND,TEND,WATCH,BLUE,3,SOUGHT AFTER IN "THE WIZARD OF OZ",BRAIN,COURAGE,HEART,HOME,PURPLE,4,SILENT "W",ANSWER,TWO,WRIST,WRONG
229,2024 Jan 26,YELLOW,1,BASEBALL EQUIPMENT,BALL,BASE,BAT,GLOVE,GREEN,2,HARD HIT,BLOW,LICK,SOCK,STRIKE,BLUE,3,ORIGINAL MONOPOLY TOKENS,BOOT,IRON,THIMBLE,TOP HAT,PURPLE,4,___ BUNNY,BAD,BUGS,DUST,HONEY
228,2024 Jan 25,YELLOW,1,OF-THE-MOMENT,BIG,HOT,IN,POPULAR,GREEN,2,PICTOGRAPH,CHARACTER,GLYPH,ICON,SYMBOL,BLUE,3,IMPOSE- AS A PENALTY,ASSESS,CHARGE,FINE,LEVY,PURPLE,4,WORDS BEGINNING WITH BODY PARTS,HANDSOME,HIPPO,LEGEND,LIPID
227,2024 Jan 24,YELLOW,1,SMARTPHONE FEATURES BEGINNING WITH "C",CALCULATOR,CALENDAR,CAMERA,CLOCK,GREEN,2,PARTS OF THE EYE,CONE,IRIS,LENS,PUPIL,BLUE,3,FAMILIAL NICKNAMES,DADA,GRAMMY,MUM,POPPY,PURPLE,4,WORDS PRONOUNCED DIFFERENTLY WITH ACCENT MARKS,EXPOSE,PATE,RESUME,ROSE
226,2024 Jan 23,YELLOW,1,BRING INTO BEING,COIN,CREATE,DEVISE,INVENT,GREEN,2,EXCELLENT,FINE,PRIME,QUALITY,STERLING,BLUE,3,SYMBOLS ABOVE NUMBERS ON A KEYBOARD,AT,DOLLAR,PERCENT,POUND,PURPLE,4,PASS THE ___,BAR,BUCK,TIME,TORCH
225,2024 Jan 22,YELLOW,1,SYMBOLIC RODS,BATON,SCEPTER,STAFF,WAND,GREEN,2,DENTAL TERMS,CAVITY,CROWN,FILLING,PLAQUE,BLUE,3,RUBBER STAMP WORDS,APPROVED,PAID,URGENT,VOID,PURPLE,4,___ YEAR,GAP,LEAP,LIGHT,SCHOOL
224,2024 Jan 21,YELLOW,1,RIP OFF,FLEECE,HOSE,ROB,STIFF,GREEN,2,THINGS MADE OF WAX,CANDLE,CRAYON,HONEYCOMB,SEAL,BLUE,3,PARTS OF AN AIRPLANE,CABIN,ENGINE,NOSE,WING,PURPLE,4,UNITS OF VEGETABLES,BULB,EAR,HEAD,STALK
223,2024 Jan 20,YELLOW,1,DECLINE,DIP,DROP,FALL,SINK,GREEN,2,MOVE WITH SPEED,BLAZE,FLY,RACE,TEAR,BLUE,3,KINDS OF DANCE,MODERN,SALSA,SWING,TAP,PURPLE,4,BABY ___,BOOM,CARROT,SHOWER,TALK
222,2024 Jan 19,YELLOW,1,SUNDAE TOPPINGS,CHERRY,FUDGE,NUTS,SPRINKLES,GREEN,2,LEAVE HIGH AND DRY,DESERT,DITCH,MAROON,STRAND,BLUE,3,"PHOOEY!",CURSES,DARN,RATS,SHOOT,PURPLE,4,WORDS IN TONGUE TWISTERS,FUZZY,PEPPERS,SEASHELLS,WOODCHUCK
221,2024 Jan 18,YELLOW,1,SHOW OFF,GRANDSTAND,PEACOCK,POSTURE,STRUT,GREEN,2,FOREMOST,MAIN,PARAMOUNT,PRIME,SUPREME,BLUE,3,COLORS IN BRAZIL'S FLAG,BLUE,GREEN,WHITE,YELLOW,PURPLE,4,___ LETTER,CHAIN,COVER,LOVE,SCARLET
220,2024 Jan 17,YELLOW,1,DATA SET DATA,MEAN,MEDIAN,MODE,RANGE,GREEN,2,CHEMISTRY TERMS,BASE,BOND,ELEMENT,SOLUTION,BLUE,3,ADJECTIVE INTENSIFIERS,AWFUL,PRETTY,RATHER,REAL,PURPLE,4,RADIO HALL OF FAME MEMBERS,GLASS,GROSS,KING,STERN
219,2024 Jan 16,YELLOW,1,DECEIVE,CON,DUPE,FOOL,TRICK,GREEN,2,INSIDE INFO,DOPE,SCOOP,SKINNY,WORD,BLUE,3,TILT TO ONE SIDE,CANT,LEAN,LIST,SLOPE,PURPLE,4,WORDS SPELLED WITH AN UPSIDE-DOWN CALCULATOR,BOOB,EGGSHELL,GIGGLE,HELLO
218,2024 Jan 15,YELLOW,1,LIST OF CANDIDATES,BALLOT,ROSTER,SLATE,TICKET,GREEN,2,PROTECTIVE BARRIER,BUFFER,CUSHION,PAD,SHIELD,BLUE,3,MEDICINE FORMATS,CAPSULE,CREAM,SYRUP,TABLET,PURPLE,4,PEA ___,COAT,GREEN,POD,SOUP
